,date,time,barkTemp (K),coreTemp (K)
1451,2021-02-18,3:27:55,303.15,302.49
1452,2021-02-18,3:31:03,303.15,302.47
1453,2021-02-18,3:34:11,303.11,302.51
1454,2021-02-18,3:37:20,303.09,302.47
1455,2021-02-18,3:40:28,303.07,302.47
1456,2021-02-18,3:43:36,303.03,302.47
1457,2021-02-18,3:46:44,303,302.47
1458,2021-02-18,3:49:52,302.98,302.45
1459,2021-02-18,3:53:00,302.96,302.49
1460,2021-02-18,3:56:08,302.94,302.49
1461,2021-02-18,3:59:16,302.92,302.51
1462,2021-02-18,4:02:25,302.9,302.47
1463,2021-02-18,4:05:33,302.86,302.51
1464,2021-02-18,4:08:41,302.84,302.47
1465,2021-02-18,4:14:57,302.82,302.47
1466,2021-02-18,4:18:05,302.77,302.54
1467,2021-02-18,4:21:13,302.77,302.45
1468,2021-02-18,4:24:22,302.75,302.51
1469,2021-02-18,4:27:30,302.71,302.49
1470,2021-02-18,4:30:38,302.71,302.47
1471,2021-02-18,4:33:46,302.67,302.47
1472,2021-02-18,4:36:54,302.65,302.47
1473,2021-02-18,4:40:03,302.65,302.45
1474,2021-02-18,4:43:11,302.61,302.45
1475,2021-02-18,4:49:27,302.59,302.45
1476,2021-02-18,4:55:44,302.53,302.49
1477,2021-02-18,4:58:52,302.53,302.47
1478,2021-02-18,5:02:00,302.5,302.51
1479,2021-02-18,5:05:08,302.46,302.45
1480,2021-02-18,5:08:16,302.46,302.45
1481,2021-02-18,5:11:25,302.44,302.51
1482,2021-02-18,5:14:33,302.42,302.45
1483,2021-02-18,5:17:41,302.4,302.51
1484,2021-02-18,5:20:50,302.4,302.51
1485,2021-02-18,5:23:58,302.36,302.47
1486,2021-02-18,5:30:14,302.34,302.45
1487,2021-02-18,5:33:22,302.32,302.47
1488,2021-02-18,5:36:31,302.3,302.49
1489,2021-02-18,5:39:39,302.27,302.49
1490,2021-02-18,5:42:48,302.27,302.45
1491,2021-02-18,5:45:56,302.21,302.47
1492,2021-02-18,5:49:04,302.21,302.47
1493,2021-02-18,5:52:12,302.21,302.45
1494,2021-02-18,5:55:21,302.17,302.43
1495,2021-02-18,5:58:29,302.15,302.43
1496,2021-02-18,6:01:37,302.15,302.47
1497,2021-02-18,6:04:46,302.13,302.47
1498,2021-02-18,6:11:02,302.11,302.41
1499,2021-02-18,6:14:11,302.09,302.43
1500,2021-02-18,6:17:19,302.09,302.41
1501,2021-02-18,6:20:27,302.03,302.41
1502,2021-02-18,6:26:44,302,302.41
1503,2021-02-18,6:29:52,301.98,302.41
1504,2021-02-18,6:33:01,301.96,302.39
1505,2021-02-18,6:36:09,301.96,302.41
1506,2021-02-18,6:39:17,301.96,302.43
1507,2021-02-18,6:42:26,301.94,302.43
1508,2021-02-18,6:45:34,301.92,302.39
1509,2021-02-18,6:48:42,301.9,302.39
1510,2021-02-18,6:54:59,301.9,302.39
1511,2021-02-18,6:58:07,301.88,302.41
1512,2021-02-18,7:01:16,301.84,302.39
1513,2021-02-18,7:04:24,301.84,302.39
1514,2021-02-18,7:07:33,301.8,302.41
1515,2021-02-18,7:10:41,301.8,302.39
1516,2021-02-18,7:13:49,301.77,302.37
1517,2021-02-18,7:16:58,301.77,302.39
1518,2021-02-18,7:20:06,301.77,302.35
1519,2021-02-18,7:23:14,301.73,302.33
1520,2021-02-18,7:29:31,301.71,302.33
1521,2021-02-18,7:32:40,301.71,302.33
1522,2021-02-18,7:35:48,301.71,302.33
1523,2021-02-18,7:38:56,301.71,302.31
1524,2021-02-18,7:42:05,301.65,302.31
1525,2021-02-18,7:48:22,301.65,302.26
1526,2021-02-18,7:51:30,301.65,302.31
1527,2021-02-18,7:54:38,301.63,302.29
1528,2021-02-18,7:57:47,301.59,302.24
1529,2021-02-18,8:00:55,301.59,302.26
1530,2021-02-18,8:04:04,301.57,302.29
1531,2021-02-18,8:07:12,301.57,302.22
1532,2021-02-18,8:10:20,301.55,302.22
1533,2021-02-18,8:13:29,301.53,302.22
1534,2021-02-18,8:16:37,301.53,302.2
1535,2021-02-18,8:19:46,301.53,302.22
1536,2021-02-18,8:22:54,301.5,302.22
1537,2021-02-18,8:26:02,301.46,302.2
1538,2021-02-18,8:29:11,301.46,302.2
1539,2021-02-18,8:32:20,301.46,302.22
1540,2021-02-18,8:38:36,301.42,302.2
1541,2021-02-18,8:41:45,301.4,302.2
1542,2021-02-18,8:44:53,301.4,302.2
1543,2021-02-18,8:48:02,301.4,302.18
1544,2021-02-18,8:51:10,301.36,302.18
1545,2021-02-18,8:54:19,301.34,302.14
1546,2021-02-18,8:57:27,301.34,302.18
1547,2021-02-18,9:00:36,301.34,302.16
1548,2021-02-18,9:03:44,301.3,302.14
1549,2021-02-18,9:10:01,301.27,302.14
1550,2021-02-18,9:13:10,301.27,302.12
1551,2021-02-18,9:16:18,301.27,302.16
1552,2021-02-18,9:19:27,301.27,302.12
1553,2021-02-18,9:22:35,301.27,302.1
1554,2021-02-18,9:25:44,301.27,302.14
1555,2021-02-18,9:28:52,301.25,302.1
1556,2021-02-18,9:32:00,301.23,302.08
1557,2021-02-18,9:35:09,301.21,302.08
1558,2021-02-18,9:38:17,301.21,302.08
1559,2021-02-18,9:41:26,301.21,302.08
1560,2021-02-18,9:47:43,301.17,302.06
1561,2021-02-18,9:50:52,301.15,302.06
1562,2021-02-18,9:54:00,301.15,302.01
1563,2021-02-18,9:57:08,301.15,302.01
1564,2021-02-18,10:03:25,301.13,302.01
1565,2021-02-18,10:06:34,301.09,301.99
1566,2021-02-18,10:09:42,301.09,301.99
1567,2021-02-18,10:16:00,301.09,301.95
1568,2021-02-18,10:19:08,301.09,301.95
1569,2021-02-18,10:22:17,301.07,301.91
1570,2021-02-18,10:25:21,301.03,301.93
1571,2021-02-18,10:28:30,301.03,301.91
1572,2021-02-18,10:31:38,301.03,301.95
1573,2021-02-18,10:34:47,301.03,301.95
1574,2021-02-18,10:37:55,301,301.93
1575,2021-02-18,10:41:04,301,301.91
1576,2021-02-18,10:44:12,300.96,301.91
1577,2021-02-18,10:47:21,300.96,301.91
1578,2021-02-18,10:50:29,300.96,301.89
1579,2021-02-18,10:53:38,300.96,301.89
1580,2021-02-18,10:56:46,300.96,301.83
1581,2021-02-18,10:59:55,300.94,301.85
1582,2021-02-18,11:03:04,300.94,301.85
1583,2021-02-18,11:06:12,300.92,301.85
1584,2021-02-18,11:09:21,300.9,301.79
1585,2021-02-18,11:12:29,300.9,301.79
1586,2021-02-18,11:15:38,300.88,301.81
1587,2021-02-18,11:18:46,300.86,301.83
1588,2021-02-18,11:21:55,300.84,301.79
1589,2021-02-18,11:25:04,300.84,301.76
1590,2021-02-18,11:28:12,300.77,301.76
1591,2021-02-18,11:31:21,300.77,301.74
1592,2021-02-18,11:34:29,300.77,301.76
1593,2021-02-18,11:37:38,300.73,301.68
1594,2021-02-18,11:40:47,300.71,301.68
1595,2021-02-18,11:43:55,300.71,301.72
1596,2021-02-18,11:47:04,300.71,301.7
1597,2021-02-18,11:50:13,300.67,301.72
1598,2021-02-18,11:53:21,300.67,301.7
1599,2021-02-18,11:56:30,300.65,301.68
1600,2021-02-18,11:59:39,300.65,301.66
1601,2021-02-19,12:02:48,300.59,301.68
1602,2021-02-19,12:05:56,300.59,301.64
1603,2021-02-19,12:15:22,300.46,301.66
1604,2021-02-19,12:18:31,300.46,301.64
1605,2021-02-19,12:24:49,300.42,301.64
1606,2021-02-19,12:27:58,300.4,301.64
1607,2021-02-19,12:31:06,300.4,301.58
1608,2021-02-19,12:34:16,300.4,301.6
1609,2021-02-19,12:40:33,300.34,301.58
1610,2021-02-19,12:43:42,300.34,301.58
1611,2021-02-19,12:46:50,300.34,301.58
1612,2021-02-19,12:50:00,300.34,301.56
1613,2021-02-19,12:53:08,300.34,301.56
1614,2021-02-19,12:56:17,300.34,301.54
1615,2021-02-19,12:59:26,300.34,301.51
1616,2021-02-19,1:02:35,300.34,301.51
1617,2021-02-19,1:05:43,300.34,301.51
1618,2021-02-19,1:08:52,300.34,301.54
1619,2021-02-19,1:12:01,300.34,301.56
1620,2021-02-19,1:15:10,300.32,301.51
1621,2021-02-19,1:18:18,300.27,301.51
1622,2021-02-19,1:21:27,300.27,301.51
1623,2021-02-19,1:24:36,300.27,301.51
1624,2021-02-19,1:27:45,300.27,301.51
1625,2021-02-19,1:30:54,300.27,301.45
1626,2021-02-19,1:34:03,300.32,301.47
1627,2021-02-19,1:37:11,300.34,301.45
1628,2021-02-19,1:40:20,300.36,301.47
1629,2021-02-19,1:43:28,300.4,301.39
1630,2021-02-19,1:46:37,300.42,301.37
1631,2021-02-19,1:52:54,300.48,301.39
1632,2021-02-19,1:56:03,300.53,301.33
1633,2021-02-19,1:59:11,300.53,301.37
1634,2021-02-19,2:02:20,300.59,301.35
1635,2021-02-19,2:05:29,300.59,301.35
1636,2021-02-19,2:08:37,300.65,301.35
1637,2021-02-19,2:11:45,300.67,301.33
1638,2021-02-19,2:14:54,300.69,301.29
1639,2021-02-19,2:18:03,300.71,301.26
1640,2021-02-19,2:21:11,300.73,301.33
1641,2021-02-19,2:24:20,300.77,301.31
1642,2021-02-19,2:27:27,300.8,301.29
1643,2021-02-19,2:30:36,300.84,301.24
1644,2021-02-19,2:33:44,300.9,301.29
1645,2021-02-19,2:36:52,300.9,301.24
1646,2021-02-19,2:40:01,300.96,301.24
1647,2021-02-19,2:43:09,300.98,301.2
1648,2021-02-19,2:46:17,301.03,301.2
1649,2021-02-19,2:49:25,301.09,301.18
1650,2021-02-19,2:52:33,301.15,301.18
1651,2021-02-19,2:55:42,301.19,301.2
1652,2021-02-19,2:58:50,301.21,301.2
1653,2021-02-19,3:01:58,301.21,301.14
1654,2021-02-19,3:05:06,301.27,301.22
1655,2021-02-19,3:08:14,301.34,301.2
1656,2021-02-19,3:11:22,301.34,301.2
1657,2021-02-19,3:14:30,301.4,301.2
1658,2021-02-19,3:17:34,301.4,301.2
1659,2021-02-19,3:20:42,301.46,301.14
1660,2021-02-19,3:26:58,301.53,301.16
1661,2021-02-19,3:30:06,301.53,301.2
1662,2021-02-19,3:33:14,301.59,301.16
1663,2021-02-19,3:36:22,301.65,301.12
1664,2021-02-19,3:39:30,301.69,301.2
1665,2021-02-19,3:42:38,301.71,301.16
1666,2021-02-19,3:45:46,301.73,301.16
1667,2021-02-19,3:48:54,301.82,301.16
1668,2021-02-19,3:52:02,301.84,301.14
1669,2021-02-19,3:55:09,301.9,301.16
1670,2021-02-19,3:58:17,301.96,301.14
1671,2021-02-19,4:04:33,301.96,301.14
1672,2021-02-19,4:07:41,302.03,301.2
1673,2021-02-19,4:10:48,302.09,301.2
1674,2021-02-19,4:13:56,302.15,301.18
1675,2021-02-19,4:17:04,302.21,301.16
1676,2021-02-19,4:20:12,302.3,301.18
1677,2021-02-19,4:26:26,302.4,301.16
1678,2021-02-19,4:29:34,302.46,301.18
1679,2021-02-19,4:32:41,302.48,301.2
1680,2021-02-19,4:35:48,302.53,301.18
1681,2021-02-19,4:38:55,302.59,301.18
1682,2021-02-19,4:42:03,302.65,301.2
1683,2021-02-19,4:45:10,302.69,301.18
1684,2021-02-19,4:48:18,302.75,301.2
1685,2021-02-19,4:51:25,302.8,301.22
1686,2021-02-19,4:54:32,302.86,301.24
1687,2021-02-19,4:57:40,302.9,301.22
1688,2021-02-19,5:00:47,302.96,301.22
1689,2021-02-19,5:03:55,302.96,301.26
1690,2021-02-19,5:07:02,303.03,301.2
1691,2021-02-19,5:10:05,303.05,301.26
1692,2021-02-19,5:16:20,303.09,301.26
1693,2021-02-19,5:22:35,303.09,301.26
1694,2021-02-19,5:25:43,303.15,301.31
1695,2021-02-19,5:28:50,303.15,301.33
1696,2021-02-19,5:31:57,303.21,301.31
1697,2021-02-19,5:35:05,303.25,301.33
1698,2021-02-19,5:38:12,303.27,301.33
1699,2021-02-19,5:41:20,303.34,301.35
1700,2021-02-19,5:44:27,303.36,301.37
1701,2021-02-19,5:47:34,303.44,301.39
1702,2021-02-19,5:50:41,303.42,301.39
1703,2021-02-19,5:53:49,303.36,301.37
1704,2021-02-19,5:56:56,303.38,301.43
1705,2021-02-19,6:00:05,303.44,301.39
1706,2021-02-19,6:03:11,303.44,301.41
1707,2021-02-19,6:06:18,303.53,301.43
1708,2021-02-19,6:09:25,303.57,301.47
1709,2021-02-19,6:12:32,303.59,301.45
1710,2021-02-19,6:15:39,303.59,301.47
1711,2021-02-19,6:18:46,303.63,301.49
1712,2021-02-19,6:21:53,303.61,301.49
1713,2021-02-19,6:25:00,303.59,301.49
1714,2021-02-19,6:28:07,303.61,301.51
1715,2021-02-19,6:31:14,303.63,301.51
1716,2021-02-19,6:34:21,303.67,301.51
1717,2021-02-19,6:37:29,303.67,301.51
1718,2021-02-19,6:40:36,303.67,301.54
1719,2021-02-19,6:43:43,303.67,301.54
1720,2021-02-19,6:46:50,303.71,301.56
1721,2021-02-19,6:49:58,303.75,301.58
1722,2021-02-19,6:53:05,303.77,301.58
1723,2021-02-19,6:56:12,303.84,301.62
1724,2021-02-19,6:59:19,303.84,301.6
1725,2021-02-19,7:02:26,303.84,301.6
1726,2021-02-19,7:05:33,303.92,301.62
1727,2021-02-19,7:08:41,303.98,301.62
1728,2021-02-19,7:14:51,304.13,301.64
1729,2021-02-19,7:17:58,304.25,301.62
1730,2021-02-19,7:21:05,304.15,301.64
1731,2021-02-19,7:24:12,304.07,301.68
1732,2021-02-19,7:27:19,304.03,301.68
1733,2021-02-19,7:30:27,304.07,301.66
1734,2021-02-19,7:33:34,304.03,301.68
1735,2021-02-19,7:36:41,304.03,301.66
1736,2021-02-19,7:39:48,304.03,301.68
1737,2021-02-19,7:42:55,304.05,301.64
1738,2021-02-19,7:46:02,304.05,301.66
1739,2021-02-19,7:49:10,304.03,301.66
1740,2021-02-19,7:52:17,304.09,301.66
1741,2021-02-19,7:55:24,304.09,301.66
1742,2021-02-19,8:04:46,304.13,301.7
1743,2021-02-19,8:07:53,304.13,301.66
1744,2021-02-19,8:11:00,304.15,301.7
1745,2021-02-19,8:14:08,304.15,301.7
1746,2021-02-19,8:17:15,304.15,301.7
1747,2021-02-19,8:20:22,304.15,301.64
1748,2021-02-19,8:23:29,304.15,301.74
1749,2021-02-19,8:26:36,304.19,301.74
1750,2021-02-19,8:29:44,304.21,301.72
1751,2021-02-19,8:35:58,304.21,301.72
1752,2021-02-19,8:48:27,304.21,301.72
1753,2021-02-19,8:51:34,304.25,301.72
1754,2021-02-19,8:54:42,304.27,301.74
1755,2021-02-19,8:57:49,304.25,301.74
1756,2021-02-19,9:01:02,304.25,301.72
1757,2021-02-19,9:07:10,304.32,301.76
1758,2021-02-19,9:13:25,304.34,301.79
1759,2021-02-19,9:16:32,304.34,301.81
1760,2021-02-19,9:19:39,304.36,301.83
1761,2021-02-19,9:22:46,304.4,301.83
1762,2021-02-19,9:25:54,304.42,301.81
1763,2021-02-19,9:29:01,304.42,301.81
1764,2021-02-19,9:32:08,304.4,301.85
1765,2021-02-19,9:35:15,304.46,301.85
1766,2021-02-19,9:38:22,304.53,301.83
1767,2021-02-19,9:41:29,304.53,301.83
1768,2021-02-19,9:44:37,304.53,301.87
1769,2021-02-19,9:47:44,304.57,301.87
1770,2021-02-19,9:50:51,304.59,301.83
1771,2021-02-19,9:57:05,304.69,301.89
1772,2021-02-19,10:00:13,304.65,301.91
1773,2021-02-19,10:03:20,304.63,301.87
1774,2021-02-19,10:06:27,304.71,301.87
1775,2021-02-19,10:09:34,304.69,301.89
1776,2021-02-19,10:15:48,304.71,301.93
1777,2021-02-19,10:22:02,304.77,301.95
1778,2021-02-19,10:25:10,304.73,301.97
1779,2021-02-19,10:28:17,304.77,301.99
1780,2021-02-19,10:31:24,304.9,301.99
1781,2021-02-19,10:34:33,304.96,301.97
1782,2021-02-19,10:37:38,305.32,301.95
1783,2021-02-19,10:40:45,305.48,301.99
1784,2021-02-19,10:43:51,305.71,302.01
1785,2021-02-19,10:46:58,305.84,301.99
1786,2021-02-19,10:50:04,306.03,302.01
1787,2021-02-19,10:53:11,306.03,302.04
1788,2021-02-19,10:56:17,306.25,302.06
1789,2021-02-19,10:59:23,306.46,302.01
1790,2021-02-19,11:05:35,306.73,302.08
1791,2021-02-19,11:08:41,306.8,302.08
1792,2021-02-19,11:11:47,306.84,302.06
1793,2021-02-19,11:14:53,306.9,302.1
1794,2021-02-19,11:17:59,307.09,302.1
1795,2021-02-19,11:21:04,307.25,302.12
1796,2021-02-19,11:24:10,307.4,302.1
1797,2021-02-19,11:27:16,307.59,302.12
1798,2021-02-19,11:30:22,307.63,302.14
1799,2021-02-19,11:33:28,307.65,302.16
1800,2021-02-19,11:39:39,307.96,302.18
1801,2021-02-19,11:42:46,308.03,302.18
1802,2021-02-19,11:45:52,308.03,302.18
1803,2021-02-19,11:48:58,308,302.2
1804,2021-02-19,11:52:04,307.98,302.2
1805,2021-02-19,11:55:11,307.92,302.2
1806,2021-02-19,11:58:17,307.9,302.2
1807,2021-02-19,12:04:30,307.65,302.26
1808,2021-02-19,12:07:37,307.53,302.26
1809,2021-02-19,12:10:44,307.4,302.29
1810,2021-02-19,12:13:51,307.27,302.26
1811,2021-02-19,12:16:58,307.15,302.31
1812,2021-02-19,12:20:06,307.07,302.33
1813,2021-02-19,12:23:13,306.9,302.31
1814,2021-02-19,12:26:20,306.77,302.26
1815,2021-02-19,12:29:28,306.67,302.26
1816,2021-02-19,12:35:42,306.46,302.33
1817,2021-02-19,12:38:50,306.34,302.33
1818,2021-02-19,12:45:05,306.15,302.39
1819,2021-02-19,12:48:13,306.05,302.39
1820,2021-02-19,12:51:20,305.96,302.41
1821,2021-02-19,12:54:28,305.84,302.43
1822,2021-02-19,12:57:35,305.77,302.41
1823,2021-02-19,1:00:43,305.71,302.41
1824,2021-02-19,1:03:51,305.59,302.45
1825,2021-02-19,1:06:58,305.53,302.45
1826,2021-02-19,1:10:06,305.46,302.47
1827,2021-02-19,1:13:14,305.4,302.49
1828,2021-02-19,1:16:21,305.27,302.45
1829,2021-02-19,1:19:29,305.25,302.45
1830,2021-02-19,1:25:45,305.11,302.49
1831,2021-02-19,1:28:52,305.03,302.51
1832,2021-02-19,1:35:08,304.92,302.49
1833,2021-02-19,1:38:16,304.84,302.51
1834,2021-02-19,1:44:31,304.77,302.58
1835,2021-02-19,1:47:39,304.71,302.51
1836,2021-02-19,1:50:47,304.65,302.56
1837,2021-02-19,1:53:55,304.59,302.54
1838,2021-02-19,1:57:03,304.55,302.64
1839,2021-02-19,2:00:11,304.53,302.58
1840,2021-02-19,2:03:19,304.46,302.6
1841,2021-02-19,2:06:26,304.4,302.6
1842,2021-02-19,2:09:35,304.34,302.64
1843,2021-02-19,2:12:42,304.32,302.62
1844,2021-02-19,2:15:50,304.25,302.62
1845,2021-02-19,2:18:58,304.21,302.64
1846,2021-02-19,2:22:06,304.15,302.68
1847,2021-02-19,2:25:14,304.15,302.7
1848,2021-02-19,2:28:22,304.09,302.66
1849,2021-02-19,2:31:30,304.07,302.64
1850,2021-02-19,2:34:38,304.03,302.62
1851,2021-02-19,2:37:46,303.96,302.7
1852,2021-02-19,2:40:54,303.96,302.66
1853,2021-02-19,2:44:02,303.9,302.7
1854,2021-02-19,2:47:10,303.88,302.66
1855,2021-02-19,2:50:18,303.84,302.68
1856,2021-02-19,2:53:26,303.8,302.68
1857,2021-02-19,2:56:34,303.77,302.7
1858,2021-02-19,3:02:50,303.71,302.7
1859,2021-02-19,3:05:58,303.69,302.7
1860,2021-02-19,3:09:06,303.65,302.7
1861,2021-02-19,3:12:14,303.63,302.7
1862,2021-02-19,3:15:22,303.59,302.72
1863,2021-02-19,3:18:30,303.59,302.7
1864,2021-02-19,3:21:38,303.53,302.72
1865,2021-02-19,3:24:46,303.53,302.72
1866,2021-02-19,3:27:54,303.46,302.7
1867,2021-02-19,3:34:10,303.44,302.72
1868,2021-02-19,3:37:18,303.4,302.72
1869,2021-02-19,3:40:26,303.4,302.72
1870,2021-02-19,3:43:34,303.34,302.74
1871,2021-02-19,3:46:42,303.34,302.74
1872,2021-02-19,3:49:50,303.34,302.74
1873,2021-02-19,3:52:58,303.3,302.74
1874,2021-02-19,3:56:06,303.27,302.76
1875,2021-02-19,3:59:14,303.27,302.76
1876,2021-02-19,4:05:30,303.21,302.76
1877,2021-02-19,4:08:38,303.21,302.79
1878,2021-02-19,4:11:47,303.17,302.79
1879,2021-02-19,4:14:54,303.15,302.79
1880,2021-02-19,4:18:03,303.13,302.76
1881,2021-02-19,4:21:11,303.09,302.76
1882,2021-02-19,4:24:19,303.09,302.76
1883,2021-02-19,4:27:27,303.09,302.81
1884,2021-02-19,4:30:35,303.07,302.81
1885,2021-02-19,4:33:43,303.03,302.76
1886,2021-02-19,4:36:51,303,302.81
1887,2021-02-19,4:39:59,302.96,302.83
1888,2021-02-19,4:43:07,302.96,302.83
1889,2021-02-19,4:46:15,302.96,302.81
1890,2021-02-19,4:49:24,302.94,302.81
1891,2021-02-19,4:52:28,302.9,302.83
1892,2021-02-19,4:58:44,302.88,302.76
1893,2021-02-19,5:01:52,302.84,302.79
1894,2021-02-19,5:05:00,302.84,302.76
1895,2021-02-19,5:08:08,302.84,302.79
1896,2021-02-19,5:14:25,302.77,302.76
1897,2021-02-19,5:17:33,302.77,302.81
1898,2021-02-19,5:20:41,302.75,302.74
1899,2021-02-19,5:26:57,302.71,302.79
1900,2021-02-19,5:33:13,302.69,302.81
1901,2021-02-19,5:36:22,302.65,302.76
1902,2021-02-19,5:39:30,302.65,302.76
1903,2021-02-19,5:42:38,302.65,302.81
1904,2021-02-19,5:45:46,302.61,302.76
1905,2021-02-19,5:48:54,302.59,302.76
1906,2021-02-19,5:52:03,302.59,302.76
1907,2021-02-19,5:55:11,302.59,302.76
1908,2021-02-19,5:58:19,302.57,302.74
1909,2021-02-19,6:04:35,302.53,302.72
1910,2021-02-19,6:07:43,302.53,302.72
1911,2021-02-19,6:10:51,302.5,302.76
1912,2021-02-19,6:14:00,302.46,302.76
1913,2021-02-19,6:17:08,302.46,302.72
1914,2021-02-19,6:20:16,302.46,302.72
1915,2021-02-19,6:23:24,302.44,302.74
1916,2021-02-19,6:26:33,302.44,302.74
1917,2021-02-19,6:32:49,302.4,302.68
1918,2021-02-19,6:35:57,302.38,302.7
1919,2021-02-19,6:39:05,302.34,302.72
1920,2021-02-19,6:45:22,302.34,302.7
1921,2021-02-19,6:48:30,302.32,302.7
1922,2021-02-19,6:51:38,302.3,302.7
1923,2021-02-19,6:54:46,302.27,302.68
1924,2021-02-19,6:57:54,302.27,302.64
1925,2021-02-19,7:04:11,302.25,302.62
1926,2021-02-19,7:07:19,302.21,302.66
1927,2021-02-19,7:10:28,302.21,302.64
1928,2021-02-19,7:13:36,302.21,302.68
1929,2021-02-19,7:16:44,302.19,302.66
1930,2021-02-19,7:19:52,302.15,302.64
1931,2021-02-19,7:23:01,302.15,302.66
1932,2021-02-19,7:29:17,302.13,302.62
1933,2021-02-19,7:32:25,302.13,302.62
1934,2021-02-19,7:35:34,302.09,302.6
1935,2021-02-19,7:38:42,302.09,302.58
1936,2021-02-19,7:41:50,302.09,302.58
1937,2021-02-19,7:44:58,302.09,302.58
1938,2021-02-19,7:48:07,302.07,302.58
1939,2021-02-19,7:51:15,302.05,302.56
1940,2021-02-19,7:54:23,302.07,302.56
1941,2021-02-19,7:57:32,302.05,302.51
1942,2021-02-19,8:00:40,302.03,302.51
1943,2021-02-19,8:03:48,302.03,302.56
1944,2021-02-19,8:06:56,302,302.54
1945,2021-02-19,8:10:04,301.98,302.56
1946,2021-02-19,8:13:13,301.96,302.58
1947,2021-02-19,8:16:21,301.96,302.51
1948,2021-02-19,8:19:29,301.94,302.51
1949,2021-02-19,8:22:38,301.92,302.51
1950,2021-02-19,8:25:46,301.9,302.51
1951,2021-02-19,8:28:54,301.9,302.51
1952,2021-02-19,8:32:03,301.88,302.51
1953,2021-02-19,8:35:11,301.88,302.51
1954,2021-02-19,8:38:19,301.86,302.51
1955,2021-02-19,8:41:27,301.84,302.49
1956,2021-02-19,8:44:36,301.84,302.45
1957,2021-02-19,8:47:44,301.84,302.43
1958,2021-02-19,8:50:52,301.84,302.45
1959,2021-02-19,8:57:09,301.82,302.45
1960,2021-02-19,9:00:17,301.8,302.43
1961,2021-02-19,9:06:34,301.77,302.41
1962,2021-02-19,9:09:42,301.77,302.41
1963,2021-02-19,9:12:51,301.77,302.43
1964,2021-02-19,9:15:59,301.77,302.43
1965,2021-02-19,9:19:07,301.75,302.37
1966,2021-02-19,9:22:16,301.71,302.41
1967,2021-02-19,9:25:24,301.71,302.37
1968,2021-02-19,9:28:32,301.71,302.39
1969,2021-02-19,9:31:41,301.71,302.39
1970,2021-02-19,9:34:49,301.71,302.39
1971,2021-02-19,9:41:06,301.65,302.33
1972,2021-02-19,9:44:14,301.65,302.33
1973,2021-02-19,9:47:22,301.65,302.31
1974,2021-02-19,9:50:31,301.65,302.31
1975,2021-02-19,9:53:39,301.65,302.35
1976,2021-02-19,9:56:47,301.63,302.33
1977,2021-02-19,9:59:56,301.61,302.31
1978,2021-02-19,10:06:12,301.59,302.29
1979,2021-02-19,10:12:29,301.59,302.26
1980,2021-02-19,10:15:38,301.59,302.26
1981,2021-02-19,10:18:46,301.59,302.24
1982,2021-02-19,10:28:11,301.53,302.26
1983,2021-02-19,10:31:19,301.53,302.22
1984,2021-02-19,10:34:28,301.53,302.2
1985,2021-02-19,10:37:36,301.53,302.24
1986,2021-02-19,10:40:44,301.5,302.2
1987,2021-02-19,10:43:53,301.48,302.2
1988,2021-02-19,10:47:01,301.46,302.18
1989,2021-02-19,10:50:10,301.46,302.2
1990,2021-02-19,10:53:18,301.46,302.14
1991,2021-02-19,10:56:26,301.46,302.16
1992,2021-02-19,11:05:52,301.42,302.12
1993,2021-02-19,11:15:17,301.4,302.12
1994,2021-02-19,11:18:25,301.4,302.14
1995,2021-02-19,11:21:34,301.38,302.08
1996,2021-02-19,11:24:42,301.36,302.12
1997,2021-02-19,11:27:51,301.36,302.08
1998,2021-02-19,11:30:59,301.34,302.1
1999,2021-02-19,11:34:07,301.34,302.06
2000,2021-02-19,11:37:16,301.34,302.08
2001,2021-02-19,11:40:24,301.34,302.08
2002,2021-02-19,11:43:32,301.32,302.04
2003,2021-02-19,11:46:41,301.3,302.08
2004,2021-02-19,11:49:49,301.27,302.04
2005,2021-02-19,11:52:58,301.27,302.06
2006,2021-02-19,11:56:06,301.27,302.01
2007,2021-02-19,11:59:15,301.27,302.01
