,datetime,core_temp,bark_temp
3756,2021-02-15,300.10999999999996,300.21999999999997
3755,2021-02-15,300.15,300.23999999999995
3754,2021-02-15,300.15,300.21999999999997
3753,2021-02-15,300.21,300.2
3752,2021-02-15,300.22999999999996,300.2
3751,2021-02-15,300.27,300.2
3750,2021-02-15,300.27,300.2
3749,2021-02-15,300.27,300.2
3748,2021-02-15,300.27,300.2
3747,2021-02-15,300.25,300.23999999999995
3746,2021-02-15,300.21,300.21999999999997
3745,2021-02-15,300.25,300.21999999999997
3744,2021-02-15,300.34,300.2
3743,2021-02-15,300.4,300.15999999999997
3742,2021-02-15,300.41999999999996,300.17999999999995
3741,2021-02-15,300.46,300.14
3740,2021-02-15,300.46,300.15999999999997
3739,2021-02-15,300.53,300.15999999999997
3738,2021-02-15,300.59,300.14
3737,2021-02-15,300.63,300.17999999999995
3736,2021-02-15,300.71,300.14
3735,2021-02-15,300.75,300.09999999999997
3734,2021-02-15,300.84,300.14
3733,2021-02-15,300.84,300.09999999999997
3732,2021-02-15,300.88,300.12
3731,2021-02-15,300.9,300.09999999999997
3730,2021-02-15,300.9,300.14
3729,2021-02-15,300.9,300.12
3728,2021-02-15,300.96,300.12
3727,2021-02-15,301.0,300.12
3726,2021-02-15,301.03,300.12
3725,2021-02-15,301.09,300.14
3724,2021-02-15,301.13,300.14
3723,2021-02-15,301.15,300.09999999999997
3722,2021-02-15,301.21,300.09999999999997
3721,2021-02-15,301.21,300.08
3720,2021-02-15,301.25,300.09999999999997
3719,2021-02-15,301.29999999999995,300.12
3718,2021-02-15,301.32,300.12
3717,2021-02-15,301.34,300.08
3716,2021-02-15,301.35999999999996,300.06
3715,2021-02-15,301.4,300.08
3714,2021-02-15,301.4,300.08
3713,2021-02-15,301.46,300.03999999999996
3712,2021-02-15,301.53,300.06
3711,2021-02-15,301.53,300.03999999999996
3710,2021-02-15,301.59,300.09999999999997
3709,2021-02-15,301.59,300.06
3708,2021-02-15,301.65,300.08
3707,2021-02-15,301.65,300.01
3706,2021-02-15,301.71,300.08
3705,2021-02-15,301.75,300.08
3704,2021-02-15,301.77,300.03999999999996
3703,2021-02-15,301.82,300.01
3702,2021-02-15,301.84,300.01
3701,2021-02-15,301.88,300.01
3700,2021-02-15,301.9,300.01
3699,2021-02-15,301.91999999999996,300.01
3698,2021-02-15,301.96,300.03999999999996
3697,2021-02-15,302.0,299.96999999999997
3696,2021-02-15,302.03,300.01
3695,2021-02-15,302.07,299.96999999999997
3694,2021-02-15,302.09,299.98999999999995
3693,2021-02-15,302.15,300.03999999999996
3692,2021-02-15,303.15,300.21999999999997
3691,2021-02-15,303.19,300.23999999999995
3690,2021-02-15,303.21,300.26
3689,2021-02-15,303.21,300.26
3688,2021-02-15,303.27,300.33
3687,2021-02-15,303.22999999999996,300.33
3686,2021-02-15,303.22999999999996,300.37
3685,2021-02-15,303.25,300.33
3684,2021-02-15,303.29999999999995,300.39
3683,2021-02-15,303.34,300.39
3682,2021-02-15,303.34,300.40999999999997
3681,2021-02-15,303.4,300.39
3680,2021-02-15,303.4,300.40999999999997
3679,2021-02-15,303.4,300.45
3678,2021-02-15,303.38,300.45
3677,2021-02-15,303.35999999999996,300.45
3676,2021-02-15,303.34,300.45
3675,2021-02-15,303.34,300.46999999999997
3674,2021-02-15,303.34,300.46999999999997
3673,2021-02-15,303.34,300.46999999999997
3672,2021-02-15,303.34,300.48999999999995
3671,2021-02-15,303.29999999999995,300.48999999999995
3670,2021-02-15,303.25,300.46999999999997
3669,2021-02-15,303.15,300.56
3668,2021-02-15,303.15,300.56
3667,2021-02-15,303.15,300.58
3666,2021-02-15,303.09,300.59999999999997
3665,2021-02-15,303.09,300.62
3664,2021-02-15,303.09,300.64
3663,2021-02-15,303.09,300.58
3662,2021-02-15,303.09,300.59999999999997
3661,2021-02-15,303.09,300.62
3660,2021-02-15,303.09,300.64
3659,2021-02-15,303.15,300.65999999999997
3658,2021-02-15,303.15,300.64
3657,2021-02-15,303.13,300.67999999999995
3656,2021-02-15,303.15,300.67999999999995
3655,2021-02-15,303.15,300.7
3654,2021-02-15,303.15,300.71999999999997
3653,2021-02-15,303.13,300.7
3652,2021-02-15,303.09,300.71999999999997
3651,2021-02-15,303.09,300.73999999999995
3650,2021-02-15,303.09,300.73999999999995
3649,2021-02-15,303.09,300.7
3648,2021-02-15,303.09,300.73999999999995
3647,2021-02-15,303.09,300.78999999999996
3646,2021-02-15,303.09,300.78999999999996
3645,2021-02-15,303.09,300.81
3644,2021-02-15,303.09,300.78999999999996
3643,2021-02-15,303.03,300.78999999999996
3642,2021-02-15,303.03,300.83
3641,2021-02-15,302.97999999999996,300.78999999999996
3640,2021-02-15,302.96,300.83
3639,2021-02-15,302.9,300.83
3638,2021-02-15,302.84,300.89
3637,2021-02-15,302.84,300.83
3636,2021-02-15,302.82,300.81
3635,2021-02-15,302.77,300.83
3634,2021-02-15,302.77,300.84999999999997
3633,2021-02-15,302.71,300.87
3632,2021-02-15,302.71,300.84999999999997
3631,2021-02-15,302.69,300.83
3630,2021-02-15,302.65,300.84999999999997
3629,2021-02-15,302.65,300.84999999999997
3628,2021-02-15,302.63,300.89
3627,2021-02-15,302.60999999999996,300.84999999999997
3626,2021-02-15,302.59,300.89
3625,2021-02-15,302.54999999999995,300.84999999999997
3624,2021-02-15,302.53,300.87
3623,2021-02-15,302.53,300.90999999999997
3622,2021-02-15,302.46,300.87
3621,2021-02-15,302.46,300.89
3620,2021-02-15,302.4,300.92999999999995
3619,2021-02-15,302.4,300.92999999999995
3618,2021-02-15,302.35999999999996,300.96999999999997
3617,2021-02-15,302.32,301.01
3616,2021-02-15,302.27,300.95
3615,2021-02-15,302.25,300.95
3614,2021-02-15,302.21,300.96999999999997
3613,2021-02-15,302.16999999999996,300.96999999999997
3612,2021-02-15,302.15,301.01
3611,2021-02-15,302.15,300.96999999999997
3610,2021-02-15,302.09,301.06
3609,2021-02-15,302.09,301.03999999999996
3608,2021-02-15,302.07,301.03999999999996
3607,2021-02-15,302.03,301.08
3606,2021-02-15,302.03,301.06
3605,2021-02-15,302.0,301.08
3604,2021-02-15,301.96,301.06
3603,2021-02-15,301.96,301.06
3602,2021-02-15,301.94,301.06
3601,2021-02-15,301.94,301.06
3600,2021-02-15,301.9,301.08
3599,2021-02-15,301.9,301.08
3598,2021-02-15,301.88,301.08
3597,2021-02-15,301.84,301.09999999999997
3596,2021-02-15,301.84,301.09999999999997
3595,2021-02-15,301.82,301.09999999999997
3594,2021-02-15,301.77,301.12
3593,2021-02-15,301.77,301.12
3592,2021-02-15,301.72999999999996,301.12
3591,2021-02-15,301.71,301.14
3590,2021-02-15,301.71,301.14
3589,2021-02-15,301.69,301.14
3588,2021-02-15,301.69,301.14
3587,2021-02-15,301.65,301.12
3586,2021-02-15,301.65,301.14
3585,2021-02-15,301.65,301.14
3584,2021-02-15,301.63,301.12
3583,2021-02-15,301.59,301.14
3582,2021-02-15,301.59,301.14
3581,2021-02-15,301.59,301.09999999999997
3580,2021-02-15,301.59,301.14
3579,2021-02-15,301.57,301.14
3578,2021-02-15,301.54999999999995,301.15999999999997
3577,2021-02-15,301.53,301.12
3576,2021-02-15,301.53,301.14
3575,2021-02-15,301.5,301.15999999999997
3574,2021-02-15,301.47999999999996,301.09999999999997
3573,2021-02-15,301.46,301.14
3572,2021-02-15,301.46,301.14
3571,2021-02-15,301.44,301.12
3570,2021-02-15,301.44,301.12
3569,2021-02-15,301.4,301.15999999999997
3568,2021-02-15,301.4,301.15999999999997
3567,2021-02-15,301.4,301.14
3566,2021-02-15,301.4,301.12
3565,2021-02-15,301.38,301.12
3564,2021-02-15,301.38,301.14
3563,2021-02-15,301.34,301.14
3562,2021-02-15,301.34,301.14
3561,2021-02-15,301.34,301.14
3560,2021-02-15,301.34,301.14
3559,2021-02-15,301.32,301.14
3558,2021-02-15,301.29999999999995,301.15999999999997
3557,2021-02-15,301.27,301.14
3556,2021-02-15,301.27,301.14
3555,2021-02-15,301.27,301.14
3554,2021-02-15,301.27,301.14
3553,2021-02-15,301.27,301.12
3552,2021-02-15,301.27,301.15999999999997
3551,2021-02-15,301.22999999999996,301.12
3550,2021-02-15,301.22999999999996,301.12
3549,2021-02-15,301.22999999999996,301.12
3548,2021-02-15,301.21,301.15999999999997
3547,2021-02-15,301.21,301.12
3546,2021-02-15,301.21,301.14
3545,2021-02-15,301.19,301.12
3544,2021-02-15,301.16999999999996,301.09999999999997
3543,2021-02-15,301.15,301.09999999999997
3542,2021-02-15,301.15,301.14
3541,2021-02-15,301.15,301.08
3540,2021-02-15,301.15,301.14
3539,2021-02-15,301.15,301.09999999999997
3538,2021-02-15,301.10999999999996,301.14
3537,2021-02-15,301.13,301.12
3536,2021-02-15,301.09,301.12
3535,2021-02-15,301.09,301.12
3534,2021-02-15,301.09,301.09999999999997
3533,2021-02-15,301.09,301.14
3532,2021-02-15,301.07,301.14
3531,2021-02-15,301.07,301.12
3530,2021-02-15,301.04999999999995,301.12
3529,2021-02-15,301.04999999999995,301.08
3528,2021-02-15,301.04999999999995,301.09999999999997
3527,2021-02-15,301.03,301.09999999999997
3526,2021-02-15,301.03,301.09999999999997
3525,2021-02-15,301.03,301.08
3524,2021-02-15,301.03,301.12
3523,2021-02-15,301.03,301.06
3522,2021-02-15,301.0,301.01
3521,2021-02-15,300.97999999999996,301.06
3520,2021-02-15,300.96,301.06
3519,2021-02-15,300.96,301.08
3518,2021-02-15,300.96,301.08
3517,2021-02-15,300.96,301.03999999999996
3516,2021-02-15,300.96,301.03999999999996
3515,2021-02-15,300.96,301.01
3514,2021-02-15,300.9,301.03999999999996
3513,2021-02-15,300.9,301.01
3512,2021-02-15,300.9,301.01
3511,2021-02-15,300.9,301.01
3510,2021-02-15,300.85999999999996,301.01
3509,2021-02-15,300.84,300.96999999999997
3508,2021-02-15,300.84,300.98999999999995
3507,2021-02-15,300.84,301.01
3506,2021-02-15,300.84,300.98999999999995
3505,2021-02-15,300.84,300.95
3504,2021-02-15,300.82,300.98999999999995
3503,2021-02-15,300.79999999999995,300.98999999999995
3502,2021-02-15,300.77,301.01
3501,2021-02-15,300.77,301.01
3500,2021-02-15,300.71,301.01
3499,2021-02-15,300.66999999999996,300.96999999999997
3498,2021-02-15,300.65,301.01
3497,2021-02-15,300.65,300.98999999999995
3496,2021-02-15,300.65,300.96999999999997
3495,2021-02-15,300.65,300.92999999999995
3494,2021-02-15,300.63,300.96999999999997
3493,2021-02-15,300.60999999999996,300.95
3492,2021-02-15,300.59,300.95
3491,2021-02-15,300.59,300.95
3490,2021-02-15,300.59,300.98999999999995
3489,2021-02-15,300.53,300.96999999999997
3488,2021-02-15,300.53,300.95
3487,2021-02-15,300.5,300.96999999999997
3486,2021-02-15,300.47999999999996,300.96999999999997
3485,2021-02-15,300.47999999999996,300.89
3484,2021-02-15,300.46,300.89
3483,2021-02-15,300.46,300.89
3482,2021-02-15,300.46,300.89
3481,2021-02-15,300.44,300.87
3480,2021-02-15,300.46,300.87
3479,2021-02-15,300.44,300.87
3478,2021-02-15,300.4,300.89
3477,2021-02-15,300.4,300.87
3476,2021-02-15,300.4,300.89
3475,2021-02-15,300.4,300.84999999999997
3474,2021-02-15,300.4,300.87
3473,2021-02-15,300.4,300.87
3472,2021-02-15,300.4,300.89
3471,2021-02-15,300.4,300.89
3470,2021-02-15,300.4,300.87
3469,2021-02-15,300.4,300.83
3468,2021-02-15,300.38,300.83
3467,2021-02-15,300.35999999999996,300.83
3466,2021-02-15,300.34,300.84999999999997
3465,2021-02-15,300.34,300.81
3464,2021-02-15,300.34,300.83
3463,2021-02-15,300.34,300.83
3462,2021-02-15,300.34,300.81
3461,2021-02-15,300.34,300.83
3460,2021-02-15,300.32,300.76
3459,2021-02-15,300.29999999999995,300.84999999999997
3458,2021-02-15,300.27,300.81
3457,2021-02-15,300.27,300.71999999999997
3456,2021-02-15,300.27,300.78999999999996
3455,2021-02-15,300.27,300.76
3454,2021-02-15,300.27,300.73999999999995
3453,2021-02-15,300.27,300.76
3452,2021-02-15,300.27,300.73999999999995
3451,2021-02-15,300.27,300.71999999999997
3450,2021-02-15,300.27,300.73999999999995
3449,2021-02-15,300.25,300.7
3448,2021-02-15,300.22999999999996,300.65999999999997
3447,2021-02-15,300.22999999999996,300.7
3446,2021-02-15,300.22999999999996,300.71999999999997
3445,2021-02-15,300.21,300.7
3444,2021-02-15,300.21,300.7
3443,2021-02-15,300.21,300.64
3442,2021-02-15,300.21,300.7
3441,2021-02-15,300.21,300.65999999999997
3440,2021-02-15,300.21,300.7
3439,2021-02-15,300.21,300.7
3438,2021-02-15,300.21,300.65999999999997
3437,2021-02-15,300.22999999999996,300.62
3436,2021-02-15,300.21,300.65999999999997
3435,2021-02-15,300.22999999999996,300.64
3434,2021-02-16,300.21,300.64
3433,2021-02-16,300.21,300.65999999999997
3432,2021-02-16,300.21,300.64
3431,2021-02-16,300.21,300.64
3430,2021-02-16,300.21,300.62
3429,2021-02-16,300.21,300.62
3428,2021-02-16,300.21,300.64
3427,2021-02-16,300.21,300.64
3426,2021-02-16,300.21,300.59999999999997
3425,2021-02-16,300.21,300.58
3424,2021-02-16,300.21,300.64
3423,2021-02-16,300.21,300.56
3422,2021-02-16,300.21,300.58
3421,2021-02-16,300.21,300.51
3420,2021-02-16,300.21,300.53999999999996
3419,2021-02-16,300.21,300.56
3418,2021-02-16,300.21,300.53999999999996
3417,2021-02-16,300.21,300.51
3416,2021-02-16,300.21,300.51
3415,2021-02-16,300.25,300.56
3414,2021-02-16,300.25,300.56
3413,2021-02-16,300.27,300.51
3412,2021-02-16,300.27,300.48999999999995
3411,2021-02-16,300.27,300.51
3410,2021-02-16,300.27,300.45
3409,2021-02-16,300.27,300.46999999999997
3408,2021-02-16,300.32,300.46999999999997
3407,2021-02-16,300.34,300.45
3406,2021-02-16,300.38,300.48999999999995
3405,2021-02-16,300.4,300.40999999999997
3404,2021-02-16,300.4,300.45
3403,2021-02-16,300.44,300.46999999999997
3402,2021-02-16,300.46,300.46999999999997
3401,2021-02-16,300.46,300.45
3400,2021-02-16,300.53,300.42999999999995
3399,2021-02-16,300.54999999999995,300.45
3398,2021-02-16,300.57,300.39
3397,2021-02-16,300.59,300.46999999999997
3396,2021-02-16,300.63,300.42999999999995
3395,2021-02-16,300.65,300.40999999999997
3394,2021-02-16,300.66999999999996,300.39
3393,2021-02-16,300.69,300.45
3392,2021-02-16,300.72999999999996,300.40999999999997
3391,2021-02-16,300.77,300.39
3390,2021-02-16,300.77,300.40999999999997
3389,2021-02-16,300.84,300.39
3388,2021-02-16,300.84,300.42999999999995
3387,2021-02-16,300.85999999999996,300.42999999999995
3386,2021-02-16,300.9,300.45
3385,2021-02-16,300.94,300.45
3384,2021-02-16,301.03,300.40999999999997
3383,2021-02-16,301.03,300.39
3382,2021-02-16,301.09,300.39
3381,2021-02-16,301.15,300.39
3380,2021-02-16,301.16999999999996,300.40999999999997
3379,2021-02-16,301.21,300.37
3378,2021-02-16,301.27,300.39
3377,2021-02-16,301.29999999999995,300.39
3376,2021-02-16,301.34,300.37
3375,2021-02-16,301.4,300.39
3374,2021-02-16,301.4,300.34999999999997
3373,2021-02-16,301.46,300.37
3372,2021-02-16,301.46,300.39
3371,2021-02-16,301.53,300.33
3370,2021-02-16,301.59,300.33
3369,2021-02-16,301.60999999999996,300.33
3368,2021-02-16,301.65,300.39
3367,2021-02-16,301.69,300.33
3366,2021-02-16,301.71,300.31
3365,2021-02-16,301.72999999999996,300.31
3364,2021-02-16,301.77,300.28999999999996
3363,2021-02-16,301.79999999999995,300.33
3362,2021-02-16,301.84,300.33
3361,2021-02-16,301.9,300.31
3360,2021-02-16,301.96,300.33
3359,2021-02-16,302.03,300.34999999999997
3358,2021-02-16,302.07,300.33
3357,2021-02-16,302.15,300.33
3356,2021-02-16,302.15,300.28999999999996
3355,2021-02-16,302.21,300.34999999999997
3354,2021-02-16,302.27,300.33
3353,2021-02-16,302.32,300.34999999999997
3352,2021-02-16,302.34,300.33
3351,2021-02-16,302.46,300.34999999999997
3350,2021-02-16,302.53,300.39
3349,2021-02-16,302.53,300.34999999999997
3348,2021-02-16,302.59,300.37
3347,2021-02-16,302.71,300.33
3346,2021-02-16,302.71,300.39
3345,2021-02-16,302.77,300.37
3344,2021-02-16,302.82,300.42999999999995
3343,2021-02-16,302.84,300.42999999999995
3342,2021-02-16,302.9,300.45
3341,2021-02-16,302.88,300.48999999999995
3340,2021-02-16,302.9,300.45
3339,2021-02-16,302.9,300.46999999999997
3338,2021-02-16,302.91999999999996,300.48999999999995
3337,2021-02-16,302.96,300.46999999999997
3336,2021-02-16,303.04999999999995,300.53999999999996
3335,2021-02-16,303.03,300.56
3334,2021-02-16,303.09,300.51
3333,2021-02-16,303.07,300.62
3332,2021-02-16,303.09,300.59999999999997
3331,2021-02-16,303.09,300.58
3330,2021-02-16,303.15,300.62
3329,2021-02-16,303.16999999999996,300.62
3328,2021-02-16,303.21,300.59999999999997
3327,2021-02-16,303.21,300.62
3326,2021-02-16,303.25,300.62
3325,2021-02-16,303.29999999999995,300.71999999999997
3324,2021-02-16,303.29999999999995,300.67999999999995
3323,2021-02-16,303.34,300.67999999999995
3322,2021-02-16,303.38,300.65999999999997
3321,2021-02-16,303.38,300.73999999999995
3320,2021-02-16,303.4,300.71999999999997
3319,2021-02-16,303.46,300.73999999999995
3318,2021-02-16,303.46,300.73999999999995
3317,2021-02-16,303.5,300.83
3316,2021-02-16,303.53,300.81
3315,2021-02-16,303.54999999999995,300.81
3314,2021-02-16,303.53,300.83
3313,2021-02-16,303.53,300.84999999999997
3312,2021-02-16,303.47999999999996,300.87
3311,2021-02-16,303.5,300.84999999999997
3310,2021-02-16,303.46,300.87
3309,2021-02-16,303.5,300.90999999999997
3308,2021-02-16,303.53,300.92999999999995
3307,2021-02-16,303.65,300.89
3306,2021-02-16,303.65,300.92999999999995
3305,2021-02-16,303.69,300.96999999999997
3304,2021-02-16,303.66999999999996,300.90999999999997
3303,2021-02-16,303.71,300.96999999999997
3302,2021-02-16,303.71,300.95
3301,2021-02-16,303.72999999999996,300.95
3300,2021-02-16,303.75,301.01
3299,2021-02-16,303.71,301.01
3298,2021-02-16,303.75,301.01
3297,2021-02-16,303.77,301.03999999999996
3296,2021-02-16,303.84,301.01
3295,2021-02-16,303.82,301.08
3294,2021-02-16,303.82,301.08
3293,2021-02-16,303.84,301.09999999999997
3292,2021-02-16,303.82,301.09999999999997
3291,2021-02-16,303.96,301.12
3290,2021-02-16,303.96,301.14
3289,2021-02-16,303.96,301.14
3288,2021-02-16,303.96,301.12
3287,2021-02-16,304.03,301.12
3286,2021-02-16,304.03,301.15999999999997
3285,2021-02-16,304.07,301.17999999999995
3284,2021-02-16,304.03,301.15999999999997
3283,2021-02-16,304.09,301.15999999999997
3282,2021-02-16,304.09,301.2
3281,2021-02-16,304.10999999999996,301.14
3280,2021-02-16,304.16999999999996,301.2
3279,2021-02-16,304.15,301.2
3278,2021-02-16,304.15,301.21999999999997
3277,2021-02-16,304.15,301.2
3276,2021-02-16,304.09,301.23999999999995
3275,2021-02-16,304.07,301.21999999999997
3274,2021-02-16,304.09,301.21999999999997
3273,2021-02-16,304.09,301.23999999999995
3272,2021-02-16,304.09,301.26
3271,2021-02-16,304.09,301.28999999999996
3270,2021-02-16,304.13,301.31
3269,2021-02-16,304.10999999999996,301.31
3268,2021-02-16,304.10999999999996,301.33
3267,2021-02-16,304.09,301.33
3266,2021-02-16,304.04999999999995,301.31
3265,2021-02-16,304.03,301.33
3264,2021-02-16,303.97999999999996,301.34999999999997
3263,2021-02-16,303.9,301.34999999999997
3262,2021-02-16,303.88,301.39
3261,2021-02-16,303.84,301.39
3260,2021-02-16,303.84,301.42999999999995
3259,2021-02-16,303.84,301.39
3258,2021-02-16,303.77,301.34999999999997
3257,2021-02-16,303.77,301.45
3256,2021-02-16,303.77,301.42999999999995
3255,2021-02-16,303.71,301.45
3254,2021-02-16,303.71,301.46999999999997
3253,2021-02-16,303.71,301.45
3252,2021-02-16,303.69,301.45
3251,2021-02-16,303.71,301.46999999999997
3250,2021-02-16,303.65,301.45
3249,2021-02-16,303.63,301.51
3248,2021-02-16,303.59,301.51
3247,2021-02-16,303.57,301.48999999999995
3246,2021-02-16,303.53,301.53999999999996
3245,2021-02-16,303.47999999999996,301.46999999999997
3244,2021-02-16,303.5,301.58
3243,2021-02-16,303.46,301.51
3242,2021-02-16,303.41999999999996,301.51
3241,2021-02-16,303.4,301.53999999999996
3240,2021-02-16,303.38,301.58
3239,2021-02-16,303.35999999999996,301.56
3238,2021-02-16,303.35999999999996,301.58
3237,2021-02-16,303.34,301.56
3236,2021-02-16,303.29999999999995,301.58
3235,2021-02-16,303.27,301.58
3234,2021-02-16,303.21,301.58
3233,2021-02-16,303.21,301.59999999999997
3232,2021-02-16,303.21,301.62
3231,2021-02-16,303.15,301.65999999999997
3230,2021-02-16,303.15,301.64
3229,2021-02-16,303.13,301.64
3228,2021-02-16,303.09,301.64
3227,2021-02-16,303.03,301.65999999999997
3226,2021-02-16,303.03,301.67999999999995
3225,2021-02-16,303.0,301.7
3224,2021-02-16,302.96,301.7
3223,2021-02-16,302.94,301.7
3222,2021-02-16,302.9,301.71999999999997
3221,2021-02-16,302.84,301.7
3220,2021-02-16,302.84,301.7
3219,2021-02-16,302.77,301.7
3218,2021-02-16,302.77,301.73999999999995
3217,2021-02-16,302.77,301.7
3216,2021-02-16,302.71,301.73999999999995
3215,2021-02-16,302.71,301.71999999999997
3214,2021-02-16,302.65,301.73999999999995
3213,2021-02-16,302.59,301.73999999999995
3212,2021-02-16,302.59,301.76
3211,2021-02-16,302.54999999999995,301.76
3210,2021-02-16,302.53,301.81
3209,2021-02-16,302.5,301.73999999999995
3208,2021-02-16,302.46,301.76
3207,2021-02-16,302.46,301.78999999999996
3206,2021-02-16,302.44,301.78999999999996
3205,2021-02-16,302.41999999999996,301.76
3204,2021-02-16,302.4,301.78999999999996
3203,2021-02-16,302.38,301.76
3202,2021-02-16,302.38,301.83
3201,2021-02-16,302.34,301.81
3200,2021-02-16,302.34,301.81
3199,2021-02-16,302.29999999999995,301.78999999999996
3198,2021-02-16,302.27,301.78999999999996
3197,2021-02-16,302.27,301.81
3196,2021-02-16,302.21,301.78999999999996
3195,2021-02-16,302.21,301.84999999999997
3194,2021-02-16,302.19,301.81
3193,2021-02-16,302.19,301.81
3192,2021-02-16,302.15,301.83
3191,2021-02-16,302.15,301.83
3190,2021-02-16,302.13,301.83
3189,2021-02-16,302.10999999999996,301.83
3188,2021-02-16,302.09,301.83
3187,2021-02-16,302.07,301.87
3186,2021-02-16,302.09,301.83
3185,2021-02-16,302.03,301.83
3184,2021-02-16,302.03,301.81
3183,2021-02-16,302.03,301.81
3182,2021-02-16,302.03,301.83
3181,2021-02-16,301.97999999999996,301.83
3180,2021-02-16,301.96,301.84999999999997
3179,2021-02-16,301.96,301.87
3178,2021-02-16,301.94,301.84999999999997
3177,2021-02-16,301.94,301.84999999999997
3176,2021-02-16,301.94,301.83
3175,2021-02-16,301.9,301.87
3174,2021-02-16,301.9,301.83
3173,2021-02-16,301.88,301.83
3172,2021-02-16,301.84,301.87
3171,2021-02-16,301.84,301.81
3170,2021-02-16,301.84,301.84999999999997
3169,2021-02-16,301.84,301.83
3168,2021-02-16,301.79999999999995,301.81
3167,2021-02-16,301.77,301.83
3166,2021-02-16,301.77,301.84999999999997
3165,2021-02-16,301.77,301.83
3164,2021-02-16,301.77,301.89
3163,2021-02-16,301.75,301.84999999999997
3162,2021-02-16,301.75,301.87
3161,2021-02-16,301.72999999999996,301.84999999999997
3160,2021-02-16,301.72999999999996,301.87
3159,2021-02-16,301.71,301.84999999999997
3158,2021-02-16,301.71,301.89
3157,2021-02-16,301.71,301.89
3156,2021-02-16,301.71,301.84999999999997
3155,2021-02-16,301.69,301.84999999999997
3154,2021-02-16,301.65,301.87
3153,2021-02-16,301.65,301.81
3152,2021-02-16,301.65,301.84999999999997
3151,2021-02-16,301.65,301.83
3150,2021-02-16,301.65,301.87
3149,2021-02-16,301.65,301.81
3148,2021-02-16,301.63,301.84999999999997
3147,2021-02-16,301.63,301.81
3146,2021-02-16,301.59,301.76
3145,2021-02-16,301.59,301.78999999999996
3144,2021-02-16,301.59,301.78999999999996
3143,2021-02-16,301.59,301.78999999999996
3142,2021-02-16,301.59,301.83
3141,2021-02-16,301.57,301.81
3140,2021-02-16,301.53,301.81
3139,2021-02-16,301.53,301.83
3138,2021-02-16,301.53,301.81
3137,2021-02-16,301.53,301.83
3136,2021-02-16,301.53,301.76
3135,2021-02-16,301.53,301.81
3134,2021-02-16,301.5,301.76
3133,2021-02-16,301.46,301.76
3132,2021-02-16,301.46,301.76
3131,2021-02-16,301.46,301.76
3130,2021-02-16,301.46,301.76
3129,2021-02-16,301.46,301.76
3128,2021-02-16,301.44,301.78999999999996
3127,2021-02-16,301.44,301.76
3126,2021-02-16,301.44,301.73999999999995
3125,2021-02-16,301.41999999999996,301.73999999999995
3124,2021-02-16,301.44,301.76
3123,2021-02-16,301.41999999999996,301.71999999999997
3122,2021-02-16,301.4,301.71999999999997
3121,2021-02-16,301.4,301.71999999999997
3120,2021-02-16,301.4,301.71999999999997
3119,2021-02-16,301.35999999999996,301.67999999999995
3118,2021-02-16,301.34,301.7
3117,2021-02-16,301.34,301.65999999999997
3116,2021-02-16,301.34,301.64
3115,2021-02-16,301.32,301.7
3114,2021-02-16,301.29999999999995,301.7
3113,2021-02-16,301.27,301.67999999999995
3112,2021-02-16,301.27,301.7
3111,2021-02-16,301.27,301.67999999999995
3110,2021-02-16,301.27,301.7
3109,2021-02-16,301.27,301.7
3108,2021-02-16,301.27,301.65999999999997
3107,2021-02-16,301.25,301.67999999999995
3106,2021-02-16,301.22999999999996,301.64
3105,2021-02-16,301.21,301.64
3104,2021-02-16,301.21,301.64
3103,2021-02-16,301.21,301.64
3102,2021-02-16,301.21,301.64
3101,2021-02-16,301.21,301.65999999999997
3100,2021-02-16,301.19,301.65999999999997
3099,2021-02-16,301.15,301.64
3098,2021-02-16,301.15,301.64
3097,2021-02-16,301.15,301.62
3096,2021-02-16,301.15,301.64
3095,2021-02-16,301.15,301.58
3094,2021-02-16,301.15,301.62
3093,2021-02-16,301.15,301.59999999999997
3092,2021-02-16,301.13,301.59999999999997
3091,2021-02-16,301.15,301.62
3090,2021-02-16,301.10999999999996,301.58
3089,2021-02-16,301.09,301.62
3088,2021-02-16,301.09,301.59999999999997
3087,2021-02-16,301.09,301.58
3086,2021-02-16,301.09,301.59999999999997
3085,2021-02-16,301.09,301.58
3084,2021-02-16,301.09,301.53999999999996
3083,2021-02-16,301.04999999999995,301.53999999999996
3082,2021-02-16,301.03,301.48999999999995
3081,2021-02-16,301.03,301.53999999999996
3080,2021-02-16,301.03,301.53999999999996
3079,2021-02-16,301.03,301.56
3078,2021-02-16,301.0,301.51
3077,2021-02-16,301.0,301.53999999999996
3076,2021-02-16,301.0,301.53999999999996
3075,2021-02-16,301.0,301.51
3074,2021-02-16,300.96,301.48999999999995
3073,2021-02-16,300.96,301.51
3072,2021-02-16,300.96,301.45
3071,2021-02-16,300.96,301.48999999999995
3070,2021-02-16,300.96,301.48999999999995
3069,2021-02-16,300.96,301.45
3068,2021-02-16,300.94,301.45
3067,2021-02-16,300.91999999999996,301.45
3066,2021-02-16,300.91999999999996,301.46999999999997
3065,2021-02-16,300.9,301.45
3064,2021-02-16,300.9,301.45
3063,2021-02-16,300.9,301.40999999999997
3062,2021-02-16,300.9,301.45
3061,2021-02-16,300.88,301.45
3060,2021-02-16,300.88,301.42999999999995
3059,2021-02-16,300.88,301.39
3058,2021-02-16,300.84,301.42999999999995
